prefix,benchmark,label,ops,elapsed_s,tps
so_s30_i6,bench_memtx,INSERT,1500000,17.595,85252
so_s30_i6,bench_memtx,SELECT_POINT,1500000,0.615,2438732
so_s30_i6,bench_memtx,SELECT_RANGE,1500000,5.386,278476
so_s30_i6,bench_memtx,DELETE,1500000,15.470,96960
so_s30_i6,bench_vinyl,INSERT,600000,9.374,64006
so_s30_i6,bench_vinyl,SELECT_POINT,600000,10.022,59870
so_s30_i6,bench_vinyl,SELECT_RANGE,600000,4.930,121700
so_s30_i6,bench_vinyl,DELETE,600000,8.321,72107
so_s30_i6,bench_sort_order,plain      INSERT,900000,11.306,79602
so_s30_i6,bench_sort_order,plain      SELECT_RANGE,900000,3.100,290338
so_s30_i6,bench_sort_order,plain      SELECT_RANGE_REV,900000,3.219,279573
so_s30_i6,bench_sort_order,plain      DELETE,900000,9.744,92365
so_s30_i6,bench_sort_order,all_desc   INSERT,900000,10.246,87843
so_s30_i6,bench_sort_order,all_desc   SELECT_RANGE,900000,3.147,286028
so_s30_i6,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,3.321,270986
so_s30_i6,bench_sort_order,all_desc   DELETE,900000,9.150,98360
so_s30_i6,bench_sort_order,mixed      INSERT,900000,9.569,94053
so_s30_i6,bench_sort_order,mixed      SELECT_RANGE,900000,3.084,291820
so_s30_i6,bench_sort_order,mixed      SELECT_RANGE_REV,900000,3.227,278866
so_s30_i6,bench_sort_order,mixed      DELETE,900000,10.558,85243
