prefix,benchmark,label,ops,elapsed_s,tps
master_s1_i5,bench_memtx,INSERT,50000,0.700,71446
master_s1_i5,bench_memtx,SELECT_POINT,50000,0.021,2426319
master_s1_i5,bench_memtx,SELECT_RANGE,50000,0.185,270894
master_s1_i5,bench_memtx,DELETE,50000,0.553,90404
master_s1_i5,bench_vinyl,INSERT,20000,0.383,52230
master_s1_i5,bench_vinyl,SELECT_POINT,20000,0.258,77662
master_s1_i5,bench_vinyl,SELECT_RANGE,20000,0.208,96070
master_s1_i5,bench_vinyl,DELETE,20000,0.216,92386
master_s1_i5,bench_sort_order,plain      INSERT,30000,0.320,93695
master_s1_i5,bench_sort_order,plain      SELECT_RANGE,30000,0.108,279059
master_s1_i5,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.094,320462
master_s1_i5,bench_sort_order,plain      DELETE,30000,0.314,95428
master_s1_i5,bench_sort_order,all_desc   INSERT,30000,0.285,105198
master_s1_i5,bench_sort_order,all_desc   SELECT_RANGE,30000,0.099,301549
master_s1_i5,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.092,325690
master_s1_i5,bench_sort_order,all_desc   DELETE,30000,0.258,116307
master_s1_i5,bench_sort_order,mixed      INSERT,30000,0.266,112764
master_s1_i5,bench_sort_order,mixed      SELECT_RANGE,30000,0.105,285274
master_s1_i5,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.101,296373
master_s1_i5,bench_sort_order,mixed      DELETE,30000,0.337,89114
