iteration,prefix,benchmark,label,ops,elapsed_s,tps
1,so_s30_i1,bench_memtx,INSERT,1500000,21.061,71220
1,so_s30_i1,bench_memtx,SELECT_POINT,1500000,0.615,2437358
1,so_s30_i1,bench_memtx,SELECT_RANGE,1500000,6.059,247546
1,so_s30_i1,bench_memtx,UPDATE,1500000,24.952,60116
1,so_s30_i1,bench_memtx,REPLACE,1500000,29.417,50990
1,so_s30_i1,bench_memtx,DELETE,1500000,19.433,77189
1,so_s30_i1,bench_vinyl,INSERT,600000,10.284,58340
1,so_s30_i1,bench_vinyl,SELECT_POINT,600000,11.131,53905
1,so_s30_i1,bench_vinyl,SELECT_RANGE,600000,5.246,114368
1,so_s30_i1,bench_vinyl,UPDATE,600000,12.321,48696
1,so_s30_i1,bench_vinyl,REPLACE,600000,12.824,46788
1,so_s30_i1,bench_vinyl,DELETE,600000,9.686,61946
1,so_s30_i1,bench_sort_order,plain      INSERT,900000,13.835,65050
1,so_s30_i1,bench_sort_order,plain      SELECT_RANGE,900000,3.431,262289
1,so_s30_i1,bench_sort_order,plain      SELECT_RANGE_REV,900000,4.346,207068
1,so_s30_i1,bench_sort_order,plain      UPDATE,900000,14.882,60476
1,so_s30_i1,bench_sort_order,plain      REPLACE,900000,16.971,53032
1,so_s30_i1,bench_sort_order,plain      DELETE,900000,12.414,72499
1,so_s30_i1,bench_sort_order,all_desc   INSERT,900000,13.953,64504
1,so_s30_i1,bench_sort_order,all_desc   SELECT_RANGE,900000,3.378,266433
1,so_s30_i1,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,4.307,208980
1,so_s30_i1,bench_sort_order,all_desc   UPDATE,900000,15.847,56792
1,so_s30_i1,bench_sort_order,all_desc   REPLACE,900000,18.083,49770
1,so_s30_i1,bench_sort_order,all_desc   DELETE,900000,12.941,69549
1,so_s30_i1,bench_sort_order,mixed      INSERT,900000,14.184,63452
1,so_s30_i1,bench_sort_order,mixed      SELECT_RANGE,900000,3.413,263717
1,so_s30_i1,bench_sort_order,mixed      SELECT_RANGE_REV,900000,4.339,207420
1,so_s30_i1,bench_sort_order,mixed      UPDATE,900000,14.981,60075
1,so_s30_i1,bench_sort_order,mixed      REPLACE,900000,17.323,51953
1,so_s30_i1,bench_sort_order,mixed      DELETE,900000,11.986,75088
2,so_s30_i2,bench_memtx,INSERT,1500000,22.204,67555
2,so_s30_i2,bench_memtx,SELECT_POINT,1500000,0.605,2479459
2,so_s30_i2,bench_memtx,SELECT_RANGE,1500000,7.562,198369
2,so_s30_i2,bench_memtx,UPDATE,1500000,26.463,56681
