iteration,prefix,benchmark,label,ops,elapsed_s,tps
1,so_s1_i1,bench_memtx,INSERT,50000,0.548,91281
1,so_s1_i1,bench_memtx,SELECT_POINT,50000,0.017,2869078
1,so_s1_i1,bench_memtx,SELECT_RANGE,50000,0.179,279949
1,so_s1_i1,bench_memtx,DELETE,50000,0.477,104827
1,so_s1_i1,bench_vinyl,INSERT,20000,0.296,67517
1,so_s1_i1,bench_vinyl,SELECT_POINT,20000,0.299,66827
1,so_s1_i1,bench_vinyl,SELECT_RANGE,20000,0.264,75897
1,so_s1_i1,bench_vinyl,DELETE,20000,0.248,80773
1,so_s1_i1,bench_sort_order,plain      INSERT,30000,0.341,88089
1,so_s1_i1,bench_sort_order,plain      SELECT_RANGE,30000,0.101,296543
1,so_s1_i1,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.104,288144
1,so_s1_i1,bench_sort_order,plain      DELETE,30000,0.296,101332
1,so_s1_i1,bench_sort_order,all_desc   INSERT,30000,0.355,84414
1,so_s1_i1,bench_sort_order,all_desc   SELECT_RANGE,30000,0.101,296870
1,so_s1_i1,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.099,304394
1,so_s1_i1,bench_sort_order,all_desc   DELETE,30000,0.297,100965
1,so_s1_i1,bench_sort_order,mixed      INSERT,30000,0.297,101032
1,so_s1_i1,bench_sort_order,mixed      SELECT_RANGE,30000,0.101,297352
1,so_s1_i1,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.102,295474
1,so_s1_i1,bench_sort_order,mixed      DELETE,30000,0.310,96875
2,so_s1_i2,bench_memtx,INSERT,50000,0.541,92494
2,so_s1_i2,bench_memtx,SELECT_POINT,50000,0.028,1761606
2,so_s1_i2,bench_memtx,SELECT_RANGE,50000,0.174,287401
2,so_s1_i2,bench_memtx,DELETE,50000,0.461,108352
2,so_s1_i2,bench_vinyl,INSERT,20000,0.211,94638
2,so_s1_i2,bench_vinyl,SELECT_POINT,20000,0.288,69324
2,so_s1_i2,bench_vinyl,SELECT_RANGE,20000,0.204,98110
2,so_s1_i2,bench_vinyl,DELETE,20000,0.239,83741
2,so_s1_i2,bench_sort_order,plain      INSERT,30000,0.501,59916
2,so_s1_i2,bench_sort_order,plain      SELECT_RANGE,30000,0.115,260359
2,so_s1_i2,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.107,280875
2,so_s1_i2,bench_sort_order,plain      DELETE,30000,0.316,95063
2,so_s1_i2,bench_sort_order,all_desc   INSERT,30000,0.340,88156
