iteration,prefix,benchmark,label,ops,elapsed_s,tps
1,master_s5_i1,bench_memtx,INSERT,250000,2.639,94729
1,master_s5_i1,bench_memtx,SELECT_POINT,250000,0.092,2730492
1,master_s5_i1,bench_memtx,SELECT_RANGE,250000,0.864,289241
1,master_s5_i1,bench_memtx,DELETE,250000,2.595,96342
1,master_s5_i1,bench_vinyl,INSERT,100000,1.378,72552
1,master_s5_i1,bench_vinyl,SELECT_POINT,100000,1.569,63738
1,master_s5_i1,bench_vinyl,SELECT_RANGE,100000,0.837,119422
1,master_s5_i1,bench_vinyl,DELETE,100000,1.450,68969
1,master_s5_i1,bench_sort_order,plain      INSERT,150000,1.944,77164
1,master_s5_i1,bench_sort_order,plain      SELECT_RANGE,150000,0.496,302447
1,master_s5_i1,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.507,296073
1,master_s5_i1,bench_sort_order,plain      DELETE,150000,1.695,88501
1,master_s5_i1,bench_sort_order,all_desc   INSERT,150000,2.086,71894
1,master_s5_i1,bench_sort_order,all_desc   SELECT_RANGE,150000,0.511,293650
1,master_s5_i1,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.502,298774
1,master_s5_i1,bench_sort_order,all_desc   DELETE,150000,1.772,84667
1,master_s5_i1,bench_sort_order,mixed      INSERT,150000,1.812,82793
1,master_s5_i1,bench_sort_order,mixed      SELECT_RANGE,150000,0.500,299932
1,master_s5_i1,bench_sort_order,mixed      SELECT_RANGE_REV,150000,0.493,304229
1,master_s5_i1,bench_sort_order,mixed      DELETE,150000,1.942,77230
2,master_s5_i2,bench_memtx,INSERT,250000,3.227,77460
2,master_s5_i2,bench_memtx,SELECT_POINT,250000,0.094,2661853
2,master_s5_i2,bench_memtx,SELECT_RANGE,250000,0.897,278645
2,master_s5_i2,bench_memtx,DELETE,250000,2.573,97165
2,master_s5_i2,bench_vinyl,INSERT,100000,1.539,64995
2,master_s5_i2,bench_vinyl,SELECT_POINT,100000,1.630,61365
2,master_s5_i2,bench_vinyl,SELECT_RANGE,100000,0.875,114224
2,master_s5_i2,bench_vinyl,DELETE,100000,1.562,64019
2,master_s5_i2,bench_sort_order,plain      INSERT,150000,1.676,89520
2,master_s5_i2,bench_sort_order,plain      SELECT_RANGE,150000,0.489,307041
2,master_s5_i2,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.484,310181
2,master_s5_i2,bench_sort_order,plain      DELETE,150000,1.809,82908
2,master_s5_i2,bench_sort_order,all_desc   INSERT,150000,1.785,84054
2,master_s5_i2,bench_sort_order,all_desc   SELECT_RANGE,150000,0.519,288963
2,master_s5_i2,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.488,307411
2,master_s5_i2,bench_sort_order,all_desc   DELETE,150000,1.341,111840
2,master_s5_i2,bench_sort_order,mixed      INSERT,150000,1.676,89481
2,master_s5_i2,bench_sort_order,mixed      SELECT_RANGE,150000,0.515,291054
2,master_s5_i2,bench_sort_order,mixed      SELECT_RANGE_REV,150000,0.492,304751
2,master_s5_i2,bench_sort_order,mixed      DELETE,150000,1.425,105291
3,master_s5_i3,bench_memtx,INSERT,250000,2.439,102505
3,master_s5_i3,bench_memtx,SELECT_POINT,250000,0.079,3153929
3,master_s5_i3,bench_memtx,SELECT_RANGE,250000,0.885,282377
3,master_s5_i3,bench_memtx,DELETE,250000,2.495,100180
3,master_s5_i3,bench_vinyl,INSERT,100000,1.026,97440
3,master_s5_i3,bench_vinyl,SELECT_POINT,100000,1.489,67178
3,master_s5_i3,bench_vinyl,SELECT_RANGE,100000,0.815,122723
3,master_s5_i3,bench_vinyl,DELETE,100000,1.311,76266
3,master_s5_i3,bench_sort_order,plain      INSERT,150000,2.028,73950
3,master_s5_i3,bench_sort_order,plain      SELECT_RANGE,150000,0.532,281852
3,master_s5_i3,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.509,294806
3,master_s5_i3,bench_sort_order,plain      DELETE,150000,1.384,108353
3,master_s5_i3,bench_sort_order,all_desc   INSERT,150000,1.444,103859
3,master_s5_i3,bench_sort_order,all_desc   SELECT_RANGE,150000,0.499,300500
3,master_s5_i3,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.484,309680
3,master_s5_i3,bench_sort_order,all_desc   DELETE,150000,1.683,89118
3,master_s5_i3,bench_sort_order,mixed      INSERT,150000,1.661,90318
3,master_s5_i3,bench_sort_order,mixed      SELECT_RANGE,150000,0.501,299534
3,master_s5_i3,bench_sort_order,mixed      SELECT_RANGE_REV,150000,0.485,309516
3,master_s5_i3,bench_sort_order,mixed      DELETE,150000,1.187,126390
4,master_s5_i4,bench_memtx,INSERT,250000,2.361,105866
4,master_s5_i4,bench_memtx,SELECT_POINT,250000,0.089,2822493
4,master_s5_i4,bench_memtx,SELECT_RANGE,250000,0.848,294855
4,master_s5_i4,bench_memtx,DELETE,250000,2.532,98732
4,master_s5_i4,bench_vinyl,INSERT,100000,1.239,80710
4,master_s5_i4,bench_vinyl,SELECT_POINT,100000,2.300,43485
4,master_s5_i4,bench_vinyl,SELECT_RANGE,100000,0.875,114228
4,master_s5_i4,bench_vinyl,DELETE,100000,1.178,84907
4,master_s5_i4,bench_sort_order,plain      INSERT,150000,2.104,71306
4,master_s5_i4,bench_sort_order,plain      SELECT_RANGE,150000,0.524,286463
4,master_s5_i4,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.514,292002
4,master_s5_i4,bench_sort_order,plain      DELETE,150000,1.605,93449
4,master_s5_i4,bench_sort_order,all_desc   INSERT,150000,1.998,75062
4,master_s5_i4,bench_sort_order,all_desc   SELECT_RANGE,150000,0.528,284304
4,master_s5_i4,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.486,308422
4,master_s5_i4,bench_sort_order,all_desc   DELETE,150000,1.306,114823
4,master_s5_i4,bench_sort_order,mixed      INSERT,150000,1.640,91451
4,master_s5_i4,bench_sort_order,mixed      SELECT_RANGE,150000,0.499,300516
4,master_s5_i4,bench_sort_order,mixed      SELECT_RANGE_REV,150000,0.482,311370
4,master_s5_i4,bench_sort_order,mixed      DELETE,150000,1.523,98520
5,master_s5_i5,bench_memtx,INSERT,250000,3.410,73323
5,master_s5_i5,bench_memtx,SELECT_POINT,250000,0.109,2299999
5,master_s5_i5,bench_memtx,SELECT_RANGE,250000,0.854,292635
5,master_s5_i5,bench_memtx,DELETE,250000,2.595,96351
5,master_s5_i5,bench_vinyl,INSERT,100000,1.245,80326
5,master_s5_i5,bench_vinyl,SELECT_POINT,100000,1.541,64875
5,master_s5_i5,bench_vinyl,SELECT_RANGE,100000,0.801,124778
5,master_s5_i5,bench_vinyl,DELETE,100000,1.042,95958
5,master_s5_i5,bench_sort_order,plain      INSERT,150000,1.569,95603
5,master_s5_i5,bench_sort_order,plain      SELECT_RANGE,150000,0.504,297696
5,master_s5_i5,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.482,310895
5,master_s5_i5,bench_sort_order,plain      DELETE,150000,1.500,100021
5,master_s5_i5,bench_sort_order,all_desc   INSERT,150000,1.871,80183
5,master_s5_i5,bench_sort_order,all_desc   SELECT_RANGE,150000,0.503,298318
5,master_s5_i5,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.483,310715
5,master_s5_i5,bench_sort_order,all_desc   DELETE,150000,1.761,85156
5,master_s5_i5,bench_sort_order,mixed      INSERT,150000,1.726,86918
5,master_s5_i5,bench_sort_order,mixed      SELECT_RANGE,150000,0.496,302360
5,master_s5_i5,bench_sort_order,mixed      SELECT_RANGE_REV,150000,0.482,311224
5,master_s5_i5,bench_sort_order,mixed      DELETE,150000,1.565,95866
6,master_s5_i6,bench_memtx,INSERT,250000,3.152,79318
6,master_s5_i6,bench_memtx,SELECT_POINT,250000,0.110,2269489
6,master_s5_i6,bench_memtx,SELECT_RANGE,250000,0.841,297278
6,master_s5_i6,bench_memtx,DELETE,250000,2.575,97076
6,master_s5_i6,bench_vinyl,INSERT,100000,1.724,58003
6,master_s5_i6,bench_vinyl,SELECT_POINT,100000,1.754,57014
6,master_s5_i6,bench_vinyl,SELECT_RANGE,100000,0.858,116604
6,master_s5_i6,bench_vinyl,DELETE,100000,1.112,89910
6,master_s5_i6,bench_sort_order,plain      INSERT,150000,1.709,87761
6,master_s5_i6,bench_sort_order,plain      SELECT_RANGE,150000,0.511,293623
6,master_s5_i6,bench_sort_order,plain      SELECT_RANGE_REV,150000,0.581,258191
6,master_s5_i6,bench_sort_order,plain      DELETE,150000,1.736,86399
6,master_s5_i6,bench_sort_order,all_desc   INSERT,150000,1.952,76845
6,master_s5_i6,bench_sort_order,all_desc   SELECT_RANGE,150000,0.508,295361
6,master_s5_i6,bench_sort_order,all_desc   SELECT_RANGE_REV,150000,0.567,264669
6,master_s5_i6,bench_sort_order,all_desc   DELETE,150000,1.859,80671
6,master_s5_i6,bench_sort_order,mixed      INSERT,150000,1.528,98193
6,master_s5_i6,bench_sort_order,mixed      SELECT_RANGE,150000,0.519,289066
