iteration,prefix,benchmark,label,ops,elapsed_s,tps
1,master_s1_i1,bench_memtx,INSERT,50000,0.517,96710
1,master_s1_i1,bench_memtx,SELECT_POINT,50000,0.016,3199887
1,master_s1_i1,bench_memtx,SELECT_RANGE,50000,0.172,290216
1,master_s1_i1,bench_memtx,DELETE,50000,0.544,91905
1,master_s1_i1,bench_vinyl,INSERT,20000,0.388,51512
1,master_s1_i1,bench_vinyl,SELECT_POINT,20000,0.390,51255
1,master_s1_i1,bench_vinyl,SELECT_RANGE,20000,0.275,72764
1,master_s1_i1,bench_vinyl,DELETE,20000,0.236,84591
1,master_s1_i1,bench_sort_order,plain      INSERT,30000,0.282,106255
1,master_s1_i1,bench_sort_order,plain      SELECT_RANGE,30000,0.098,306678
1,master_s1_i1,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.090,331804
1,master_s1_i1,bench_sort_order,plain      DELETE,30000,0.474,63346
1,master_s1_i1,bench_sort_order,all_desc   INSERT,30000,0.342,87670
1,master_s1_i1,bench_sort_order,all_desc   SELECT_RANGE,30000,0.105,284619
1,master_s1_i1,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.094,318089
1,master_s1_i1,bench_sort_order,all_desc   DELETE,30000,0.290,103389
1,master_s1_i1,bench_sort_order,mixed      INSERT,30000,0.305,98404
1,master_s1_i1,bench_sort_order,mixed      SELECT_RANGE,30000,0.109,274348
1,master_s1_i1,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.096,312984
1,master_s1_i1,bench_sort_order,mixed      DELETE,30000,0.244,122881
2,master_s1_i2,bench_memtx,INSERT,50000,0.553,90420
2,master_s1_i2,bench_memtx,SELECT_POINT,50000,0.027,1837233
2,master_s1_i2,bench_memtx,SELECT_RANGE,50000,0.191,262279
2,master_s1_i2,bench_memtx,DELETE,50000,0.527,94856
2,master_s1_i2,bench_vinyl,INSERT,20000,0.333,60037
2,master_s1_i2,bench_vinyl,SELECT_POINT,20000,0.319,62750
2,master_s1_i2,bench_vinyl,SELECT_RANGE,20000,0.229,87234
2,master_s1_i2,bench_vinyl,DELETE,20000,0.251,79671
2,master_s1_i2,bench_sort_order,plain      INSERT,30000,0.395,76025
2,master_s1_i2,bench_sort_order,plain      SELECT_RANGE,30000,0.111,270180
2,master_s1_i2,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.099,303435
2,master_s1_i2,bench_sort_order,plain      DELETE,30000,0.332,90344
2,master_s1_i2,bench_sort_order,all_desc   INSERT,30000,0.474,63241
2,master_s1_i2,bench_sort_order,all_desc   SELECT_RANGE,30000,0.099,303108
2,master_s1_i2,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.104,288664
2,master_s1_i2,bench_sort_order,all_desc   DELETE,30000,0.311,96512
2,master_s1_i2,bench_sort_order,mixed      INSERT,30000,0.311,96451
2,master_s1_i2,bench_sort_order,mixed      SELECT_RANGE,30000,0.100,299274
2,master_s1_i2,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.096,312813
2,master_s1_i2,bench_sort_order,mixed      DELETE,30000,0.304,98670
3,master_s1_i3,bench_memtx,INSERT,50000,0.665,75141
3,master_s1_i3,bench_memtx,SELECT_POINT,50000,0.019,2638181
3,master_s1_i3,bench_memtx,SELECT_RANGE,50000,0.171,291963
3,master_s1_i3,bench_memtx,DELETE,50000,0.532,93971
3,master_s1_i3,bench_vinyl,INSERT,20000,0.273,73194
3,master_s1_i3,bench_vinyl,SELECT_POINT,20000,0.618,32375
3,master_s1_i3,bench_vinyl,SELECT_RANGE,20000,0.195,102717
3,master_s1_i3,bench_vinyl,DELETE,20000,0.203,98640
3,master_s1_i3,bench_sort_order,plain      INSERT,30000,0.390,76966
3,master_s1_i3,bench_sort_order,plain      SELECT_RANGE,30000,0.106,283275
