prefix,benchmark,label,ops,elapsed_s,tps
so_s1_i8,bench_sort_order,plain      INSERT,30000,0.495,60576
so_s1_i8,bench_sort_order,plain      SELECT_RANGE,30000,0.114,263796
so_s1_i8,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.100,301132
so_s1_i8,bench_sort_order,plain      UPDATE,30000,0.388,77282
so_s1_i8,bench_sort_order,plain      REPLACE,30000,0.371,80767
so_s1_i8,bench_sort_order,plain      DELETE,30000,0.326,92148
so_s1_i8,bench_sort_order,all_desc   INSERT,30000,0.475,63177
so_s1_i8,bench_sort_order,all_desc   SELECT_RANGE,30000,0.112,266791
so_s1_i8,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.119,252102
so_s1_i8,bench_sort_order,all_desc   UPDATE,30000,0.418,71702
so_s1_i8,bench_sort_order,all_desc   REPLACE,30000,0.413,72657
so_s1_i8,bench_sort_order,all_desc   DELETE,30000,0.344,87331
so_s1_i8,bench_sort_order,mixed      INSERT,30000,0.415,72339
so_s1_i8,bench_sort_order,mixed      SELECT_RANGE,30000,0.114,263140
so_s1_i8,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.103,292517
so_s1_i8,bench_sort_order,mixed      UPDATE,30000,0.438,68508
so_s1_i8,bench_sort_order,mixed      REPLACE,30000,0.474,63258
so_s1_i8,bench_sort_order,mixed      DELETE,30000,0.354,84685
