prefix,benchmark,label,ops,elapsed_s,tps
so_s30_i6,bench_sort_order,plain      INSERT,900000,12.432,72390
so_s30_i6,bench_sort_order,plain      SELECT_RANGE,900000,3.368,267182
so_s30_i6,bench_sort_order,plain      SELECT_RANGE_REV,900000,4.268,210854
so_s30_i6,bench_sort_order,plain      UPDATE,900000,14.877,60494
so_s30_i6,bench_sort_order,plain      REPLACE,900000,17.363,51834
so_s30_i6,bench_sort_order,plain      DELETE,900000,11.946,75337
so_s30_i6,bench_sort_order,all_desc   INSERT,900000,13.206,68149
so_s30_i6,bench_sort_order,all_desc   SELECT_RANGE,900000,3.371,266963
so_s30_i6,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,4.563,197249
so_s30_i6,bench_sort_order,all_desc   UPDATE,900000,16.033,56132
so_s30_i6,bench_sort_order,all_desc   REPLACE,900000,17.794,50578
so_s30_i6,bench_sort_order,all_desc   DELETE,900000,12.177,73911
so_s30_i6,bench_sort_order,mixed      INSERT,900000,13.945,64538
so_s30_i6,bench_sort_order,mixed      SELECT_RANGE,900000,3.449,260976
so_s30_i6,bench_sort_order,mixed      SELECT_RANGE_REV,900000,4.688,191994
so_s30_i6,bench_sort_order,mixed      UPDATE,900000,15.153,59395
so_s30_i6,bench_sort_order,mixed      REPLACE,900000,17.183,52376
so_s30_i6,bench_sort_order,mixed      DELETE,900000,12.071,74560
