prefix,benchmark,label,ops,elapsed_s,tps
master_s1_i4,bench_sort_order,plain      INSERT,30000,0.507,59162
master_s1_i4,bench_sort_order,plain      SELECT_RANGE,30000,0.108,276517
master_s1_i4,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.099,302576
master_s1_i4,bench_sort_order,plain      UPDATE,30000,0.322,93214
master_s1_i4,bench_sort_order,plain      REPLACE,30000,0.357,83941
master_s1_i4,bench_sort_order,plain      DELETE,30000,0.303,98962
master_s1_i4,bench_sort_order,all_desc   INSERT,30000,0.310,96745
master_s1_i4,bench_sort_order,all_desc   SELECT_RANGE,30000,0.107,280400
master_s1_i4,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.097,308590
master_s1_i4,bench_sort_order,all_desc   UPDATE,30000,0.332,90279
master_s1_i4,bench_sort_order,all_desc   REPLACE,30000,0.447,67117
master_s1_i4,bench_sort_order,all_desc   DELETE,30000,0.381,78696
master_s1_i4,bench_sort_order,mixed      INSERT,30000,0.279,107482
master_s1_i4,bench_sort_order,mixed      SELECT_RANGE,30000,0.111,270076
master_s1_i4,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.098,306935
master_s1_i4,bench_sort_order,mixed      UPDATE,30000,0.378,79428
master_s1_i4,bench_sort_order,mixed      REPLACE,30000,0.419,71536
master_s1_i4,bench_sort_order,mixed      DELETE,30000,0.431,69654
