prefix,benchmark,label,ops,elapsed_s,tps
master_s20_i4,bench_memtx,INSERT,1000000,12.383,80753
master_s20_i4,bench_memtx,SELECT_POINT,1000000,0.391,2555592
master_s20_i4,bench_memtx,SELECT_RANGE,1000000,3.782,264381
master_s20_i4,bench_memtx,UPDATE,1000000,14.091,70966
master_s20_i4,bench_memtx,REPLACE,1000000,17.406,57450
master_s20_i4,bench_memtx,DELETE,1000000,12.263,81548
master_s20_i4,bench_vinyl,INSERT,400000,6.727,59460
master_s20_i4,bench_vinyl,SELECT_POINT,400000,6.696,59732
master_s20_i4,bench_vinyl,SELECT_RANGE,400000,3.390,118000
master_s20_i4,bench_vinyl,UPDATE,400000,7.720,51810
master_s20_i4,bench_vinyl,REPLACE,400000,7.538,53067
master_s20_i4,bench_vinyl,DELETE,400000,4.912,81435
master_s20_i4,bench_sort_order,plain      INSERT,600000,7.579,79166
master_s20_i4,bench_sort_order,plain      SELECT_RANGE,600000,2.108,284574
master_s20_i4,bench_sort_order,plain      SELECT_RANGE_REV,600000,2.093,286689
master_s20_i4,bench_sort_order,plain      UPDATE,600000,8.668,69219
master_s20_i4,bench_sort_order,plain      REPLACE,600000,9.624,62343
master_s20_i4,bench_sort_order,plain      DELETE,600000,7.132,84128
master_s20_i4,bench_sort_order,all_desc   INSERT,600000,8.206,73118
master_s20_i4,bench_sort_order,all_desc   SELECT_RANGE,600000,2.125,282366
master_s20_i4,bench_sort_order,all_desc   SELECT_RANGE_REV,600000,2.153,278728
master_s20_i4,bench_sort_order,all_desc   UPDATE,600000,8.294,72343
master_s20_i4,bench_sort_order,all_desc   REPLACE,600000,8.562,70074
master_s20_i4,bench_sort_order,all_desc   DELETE,600000,6.756,88811
master_s20_i4,bench_sort_order,mixed      INSERT,600000,8.187,73283
master_s20_i4,bench_sort_order,mixed      SELECT_RANGE,600000,2.057,291738
master_s20_i4,bench_sort_order,mixed      SELECT_RANGE_REV,600000,2.046,293317
master_s20_i4,bench_sort_order,mixed      UPDATE,600000,7.711,77813
master_s20_i4,bench_sort_order,mixed      REPLACE,600000,10.162,59040
master_s20_i4,bench_sort_order,mixed      DELETE,600000,7.758,77341
