prefix,benchmark,label,ops,elapsed_s,tps
so_s1_i4,bench_memtx,INSERT,50000,0.593,84268
so_s1_i4,bench_memtx,SELECT_POINT,50000,0.023,2188706
so_s1_i4,bench_memtx,SELECT_RANGE,50000,0.203,246877
so_s1_i4,bench_memtx,UPDATE,50000,0.735,68036
so_s1_i4,bench_memtx,REPLACE,50000,0.731,68379
so_s1_i4,bench_memtx,DELETE,50000,0.559,89388
so_s1_i4,bench_vinyl,INSERT,20000,0.266,75154
so_s1_i4,bench_vinyl,SELECT_POINT,20000,0.317,63110
so_s1_i4,bench_vinyl,SELECT_RANGE,20000,0.213,93702
so_s1_i4,bench_vinyl,UPDATE,20000,0.262,76436
so_s1_i4,bench_vinyl,REPLACE,20000,0.320,62419
so_s1_i4,bench_vinyl,DELETE,20000,0.251,79732
so_s1_i4,bench_sort_order,plain      INSERT,30000,0.319,93919
so_s1_i4,bench_sort_order,plain      SELECT_RANGE,30000,0.115,260403
so_s1_i4,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.110,272528
so_s1_i4,bench_sort_order,plain      UPDATE,30000,0.426,70459
so_s1_i4,bench_sort_order,plain      REPLACE,30000,0.422,71101
so_s1_i4,bench_sort_order,plain      DELETE,30000,0.301,99607
so_s1_i4,bench_sort_order,all_desc   INSERT,30000,0.379,79065
so_s1_i4,bench_sort_order,all_desc   SELECT_RANGE,30000,0.122,245327
so_s1_i4,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.114,263017
so_s1_i4,bench_sort_order,all_desc   UPDATE,30000,0.365,82272
so_s1_i4,bench_sort_order,all_desc   REPLACE,30000,0.444,67563
so_s1_i4,bench_sort_order,all_desc   DELETE,30000,0.351,85456
so_s1_i4,bench_sort_order,mixed      INSERT,30000,0.386,77672
so_s1_i4,bench_sort_order,mixed      SELECT_RANGE,30000,0.115,259984
so_s1_i4,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.104,287747
so_s1_i4,bench_sort_order,mixed      UPDATE,30000,0.513,58509
so_s1_i4,bench_sort_order,mixed      REPLACE,30000,0.425,70592
so_s1_i4,bench_sort_order,mixed      DELETE,30000,0.292,102854
