prefix,benchmark,label,ops,elapsed_s,tps
so-inline_s10_i8,bench_memtx,INSERT,500000,8.360,59807
so-inline_s10_i8,bench_memtx,SELECT_POINT,500000,0.208,2409528
so-inline_s10_i8,bench_memtx,SELECT_RANGE,500000,1.843,271240
so-inline_s10_i8,bench_memtx,UPDATE,500000,7.132,70103
so-inline_s10_i8,bench_memtx,REPLACE,500000,7.492,66735
so-inline_s10_i8,bench_memtx,DELETE,500000,5.474,91347
so-inline_s10_i8,bench_vinyl,INSERT,200000,2.677,74710
so-inline_s10_i8,bench_vinyl,SELECT_POINT,200000,3.274,61080
so-inline_s10_i8,bench_vinyl,SELECT_RANGE,200000,1.690,118332
so-inline_s10_i8,bench_vinyl,UPDATE,200000,3.222,62069
so-inline_s10_i8,bench_vinyl,REPLACE,200000,3.215,62201
so-inline_s10_i8,bench_vinyl,DELETE,200000,2.230,89703
so-inline_s10_i8,bench_sort_order,plain      INSERT,300000,3.775,79476
so-inline_s10_i8,bench_sort_order,plain      SELECT_RANGE,300000,1.059,283392
so-inline_s10_i8,bench_sort_order,plain      SELECT_RANGE_REV,300000,1.126,266418
so-inline_s10_i8,bench_sort_order,plain      UPDATE,300000,3.770,79571
so-inline_s10_i8,bench_sort_order,plain      REPLACE,300000,4.623,64898
so-inline_s10_i8,bench_sort_order,plain      DELETE,300000,3.054,98218
so-inline_s10_i8,bench_sort_order,all_desc   INSERT,300000,3.312,90589
so-inline_s10_i8,bench_sort_order,all_desc   SELECT_RANGE,300000,1.101,272457
so-inline_s10_i8,bench_sort_order,all_desc   SELECT_RANGE_REV,300000,1.099,272880
so-inline_s10_i8,bench_sort_order,all_desc   UPDATE,300000,4.028,74469
so-inline_s10_i8,bench_sort_order,all_desc   REPLACE,300000,4.550,65928
so-inline_s10_i8,bench_sort_order,all_desc   DELETE,300000,3.308,90701
so-inline_s10_i8,bench_sort_order,mixed      INSERT,300000,3.763,79716
so-inline_s10_i8,bench_sort_order,mixed      SELECT_RANGE,300000,1.145,262048
so-inline_s10_i8,bench_sort_order,mixed      SELECT_RANGE_REV,300000,1.219,246191
so-inline_s10_i8,bench_sort_order,mixed      UPDATE,300000,4.141,72452
so-inline_s10_i8,bench_sort_order,mixed      REPLACE,300000,4.937,60760
so-inline_s10_i8,bench_sort_order,mixed      DELETE,300000,3.370,89015
