prefix,benchmark,label,ops,elapsed_s,tps
master_s30_i8,bench_memtx,INSERT,1500000,22.154,67709
master_s30_i8,bench_memtx,SELECT_POINT,1500000,0.596,2516466
master_s30_i8,bench_memtx,SELECT_RANGE,1500000,5.833,257173
master_s30_i8,bench_memtx,UPDATE,1500000,25.651,58477
master_s30_i8,bench_memtx,REPLACE,1500000,29.360,51089
master_s30_i8,bench_memtx,DELETE,1500000,20.165,74384
master_s30_i8,bench_vinyl,INSERT,600000,10.135,59202
master_s30_i8,bench_vinyl,SELECT_POINT,600000,10.579,56715
master_s30_i8,bench_vinyl,SELECT_RANGE,600000,5.246,114374
master_s30_i8,bench_vinyl,UPDATE,600000,12.241,49014
master_s30_i8,bench_vinyl,REPLACE,600000,12.673,47344
master_s30_i8,bench_vinyl,DELETE,600000,9.428,63641
master_s30_i8,bench_sort_order,plain      INSERT,900000,14.230,63245
master_s30_i8,bench_sort_order,plain      SELECT_RANGE,900000,3.283,274131
master_s30_i8,bench_sort_order,plain      SELECT_RANGE_REV,900000,3.984,225894
master_s30_i8,bench_sort_order,plain      UPDATE,900000,15.877,56687
master_s30_i8,bench_sort_order,plain      REPLACE,900000,17.988,50034
master_s30_i8,bench_sort_order,plain      DELETE,900000,12.541,71765
master_s30_i8,bench_sort_order,all_desc   INSERT,900000,14.505,62046
master_s30_i8,bench_sort_order,all_desc   SELECT_RANGE,900000,3.324,270730
master_s30_i8,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,4.234,212589
master_s30_i8,bench_sort_order,all_desc   UPDATE,900000,15.481,58136
master_s30_i8,bench_sort_order,all_desc   REPLACE,900000,17.970,50082
master_s30_i8,bench_sort_order,all_desc   DELETE,900000,12.390,72636
master_s30_i8,bench_sort_order,mixed      INSERT,900000,13.946,64536
master_s30_i8,bench_sort_order,mixed      SELECT_RANGE,900000,3.363,267637
master_s30_i8,bench_sort_order,mixed      SELECT_RANGE_REV,900000,4.219,213311
master_s30_i8,bench_sort_order,mixed      UPDATE,900000,15.186,59266
master_s30_i8,bench_sort_order,mixed      REPLACE,900000,18.092,49745
master_s30_i8,bench_sort_order,mixed      DELETE,900000,12.485,72088
