prefix,benchmark,label,ops,elapsed_s,tps
master_s10_i1,bench_sort_order,plain      INSERT,300000,3.905,76832
master_s10_i1,bench_sort_order,plain      SELECT_RANGE,300000,1.093,274540
master_s10_i1,bench_sort_order,plain      SELECT_RANGE_REV,300000,1.024,293102
master_s10_i1,bench_sort_order,plain      UPDATE,300000,4.263,70372
master_s10_i1,bench_sort_order,plain      REPLACE,300000,5.123,58563
master_s10_i1,bench_sort_order,plain      DELETE,300000,3.994,75116
master_s10_i1,bench_sort_order,all_desc   INSERT,300000,4.295,69843
master_s10_i1,bench_sort_order,all_desc   SELECT_RANGE,300000,1.041,288148
master_s10_i1,bench_sort_order,all_desc   SELECT_RANGE_REV,300000,1.003,299096
master_s10_i1,bench_sort_order,all_desc   UPDATE,300000,4.548,65966
master_s10_i1,bench_sort_order,all_desc   REPLACE,300000,5.169,58041
master_s10_i1,bench_sort_order,all_desc   DELETE,300000,3.716,80740
master_s10_i1,bench_sort_order,mixed      INSERT,300000,4.217,71142
master_s10_i1,bench_sort_order,mixed      SELECT_RANGE,300000,1.060,282986
master_s10_i1,bench_sort_order,mixed      SELECT_RANGE_REV,300000,1.032,290811
master_s10_i1,bench_sort_order,mixed      UPDATE,300000,4.164,72044
master_s10_i1,bench_sort_order,mixed      REPLACE,300000,4.632,64773
master_s10_i1,bench_sort_order,mixed      DELETE,300000,3.667,81821
