prefix,benchmark,label,ops,elapsed_s,tps
so-inline_s30_i4,bench_memtx,INSERT,1500000,19.639,76378
so-inline_s30_i4,bench_memtx,SELECT_POINT,1500000,0.639,2345862
so-inline_s30_i4,bench_memtx,SELECT_RANGE,1500000,5.821,257677
so-inline_s30_i4,bench_memtx,UPDATE,1500000,22.921,65441
so-inline_s30_i4,bench_memtx,REPLACE,1500000,26.491,56622
so-inline_s30_i4,bench_memtx,DELETE,1500000,19.433,77189
so-inline_s30_i4,bench_vinyl,INSERT,600000,9.501,63151
so-inline_s30_i4,bench_vinyl,SELECT_POINT,600000,9.832,61027
so-inline_s30_i4,bench_vinyl,SELECT_RANGE,600000,5.301,113192
so-inline_s30_i4,bench_vinyl,UPDATE,600000,11.763,51009
so-inline_s30_i4,bench_vinyl,REPLACE,600000,12.636,47483
so-inline_s30_i4,bench_vinyl,DELETE,600000,9.446,63517
so-inline_s30_i4,bench_sort_order,plain      INSERT,900000,13.179,68287
so-inline_s30_i4,bench_sort_order,plain      SELECT_RANGE,900000,3.294,273187
so-inline_s30_i4,bench_sort_order,plain      SELECT_RANGE_REV,900000,4.126,218146
so-inline_s30_i4,bench_sort_order,plain      UPDATE,900000,14.645,61454
so-inline_s30_i4,bench_sort_order,plain      REPLACE,900000,17.102,52625
so-inline_s30_i4,bench_sort_order,plain      DELETE,900000,11.551,77913
so-inline_s30_i4,bench_sort_order,all_desc   INSERT,900000,13.352,67403
so-inline_s30_i4,bench_sort_order,all_desc   SELECT_RANGE,900000,3.213,280088
so-inline_s30_i4,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,4.165,216087
so-inline_s30_i4,bench_sort_order,all_desc   UPDATE,900000,13.158,68401
so-inline_s30_i4,bench_sort_order,all_desc   REPLACE,900000,17.660,50963
so-inline_s30_i4,bench_sort_order,all_desc   DELETE,900000,11.662,77171
so-inline_s30_i4,bench_sort_order,mixed      INSERT,900000,12.252,73459
so-inline_s30_i4,bench_sort_order,mixed      SELECT_RANGE,900000,3.099,290450
so-inline_s30_i4,bench_sort_order,mixed      SELECT_RANGE_REV,900000,3.903,230579
so-inline_s30_i4,bench_sort_order,mixed      UPDATE,900000,12.811,70252
so-inline_s30_i4,bench_sort_order,mixed      REPLACE,900000,16.400,54879
so-inline_s30_i4,bench_sort_order,mixed      DELETE,900000,10.842,83007
