prefix,benchmark,label,ops,elapsed_s,tps
so_s10_i3,bench_memtx,INSERT,500000,6.485,77106
so_s10_i3,bench_memtx,SELECT_POINT,500000,0.212,2359565
so_s10_i3,bench_memtx,SELECT_RANGE,500000,1.853,269851
so_s10_i3,bench_memtx,UPDATE,500000,7.384,67712
so_s10_i3,bench_memtx,REPLACE,500000,8.139,61434
so_s10_i3,bench_memtx,DELETE,500000,5.859,85332
so_s10_i3,bench_vinyl,INSERT,200000,2.976,67201
so_s10_i3,bench_vinyl,SELECT_POINT,200000,3.326,60129
so_s10_i3,bench_vinyl,SELECT_RANGE,200000,1.737,115117
so_s10_i3,bench_vinyl,UPDATE,200000,3.388,59035
so_s10_i3,bench_vinyl,REPLACE,200000,3.753,53288
so_s10_i3,bench_vinyl,DELETE,200000,2.471,80946
so_s10_i3,bench_sort_order,plain      INSERT,300000,4.304,69695
so_s10_i3,bench_sort_order,plain      SELECT_RANGE,300000,1.122,267377
so_s10_i3,bench_sort_order,plain      SELECT_RANGE_REV,300000,1.076,278929
so_s10_i3,bench_sort_order,plain      UPDATE,300000,4.439,67580
so_s10_i3,bench_sort_order,plain      REPLACE,300000,4.646,64576
so_s10_i3,bench_sort_order,plain      DELETE,300000,3.419,87748
so_s10_i3,bench_sort_order,all_desc   INSERT,300000,3.989,75212
so_s10_i3,bench_sort_order,all_desc   SELECT_RANGE,300000,1.147,261657
so_s10_i3,bench_sort_order,all_desc   SELECT_RANGE_REV,300000,1.109,270419
so_s10_i3,bench_sort_order,all_desc   UPDATE,300000,4.687,64009
so_s10_i3,bench_sort_order,all_desc   REPLACE,300000,5.304,56558
so_s10_i3,bench_sort_order,all_desc   DELETE,300000,3.781,79336
so_s10_i3,bench_sort_order,mixed      INSERT,300000,4.363,68753
so_s10_i3,bench_sort_order,mixed      SELECT_RANGE,300000,1.083,276983
so_s10_i3,bench_sort_order,mixed      SELECT_RANGE_REV,300000,1.053,284863
so_s10_i3,bench_sort_order,mixed      UPDATE,300000,4.472,67087
so_s10_i3,bench_sort_order,mixed      REPLACE,300000,5.111,58693
so_s10_i3,bench_sort_order,mixed      DELETE,300000,4.018,74660
