prefix,benchmark,label,ops,elapsed_s,tps
so_s20_i6,bench_sort_order,plain      INSERT,600000,7.876,76176
so_s20_i6,bench_sort_order,plain      SELECT_RANGE,600000,2.166,277063
so_s20_i6,bench_sort_order,plain      SELECT_RANGE_REV,600000,2.278,263423
so_s20_i6,bench_sort_order,plain      UPDATE,600000,9.419,63698
so_s20_i6,bench_sort_order,plain      REPLACE,600000,9.747,61556
so_s20_i6,bench_sort_order,plain      DELETE,600000,7.836,76568
so_s20_i6,bench_sort_order,all_desc   INSERT,600000,8.883,67546
so_s20_i6,bench_sort_order,all_desc   SELECT_RANGE,600000,2.177,275613
so_s20_i6,bench_sort_order,all_desc   SELECT_RANGE_REV,600000,2.503,239670
so_s20_i6,bench_sort_order,all_desc   UPDATE,600000,9.013,66574
so_s20_i6,bench_sort_order,all_desc   REPLACE,600000,10.034,59794
so_s20_i6,bench_sort_order,all_desc   DELETE,600000,7.436,80685
so_s20_i6,bench_sort_order,mixed      INSERT,600000,8.365,71728
so_s20_i6,bench_sort_order,mixed      SELECT_RANGE,600000,2.189,274107
so_s20_i6,bench_sort_order,mixed      SELECT_RANGE_REV,600000,2.472,242767
so_s20_i6,bench_sort_order,mixed      UPDATE,600000,8.697,68993
so_s20_i6,bench_sort_order,mixed      REPLACE,600000,10.476,57272
so_s20_i6,bench_sort_order,mixed      DELETE,600000,7.256,82685
