prefix,benchmark,label,ops,elapsed_s,tps
so_s30_i9,bench_memtx,INSERT,1500000,20.579,72888
so_s30_i9,bench_memtx,SELECT_POINT,1500000,0.631,2376628
so_s30_i9,bench_memtx,SELECT_RANGE,1500000,6.596,227427
so_s30_i9,bench_memtx,UPDATE,1500000,23.817,62979
so_s30_i9,bench_memtx,REPLACE,1500000,27.138,55273
so_s30_i9,bench_memtx,DELETE,1500000,19.724,76048
so_s30_i9,bench_vinyl,INSERT,600000,9.521,63020
so_s30_i9,bench_vinyl,SELECT_POINT,600000,10.554,56852
so_s30_i9,bench_vinyl,SELECT_RANGE,600000,5.075,118219
so_s30_i9,bench_vinyl,UPDATE,600000,11.801,50842
so_s30_i9,bench_vinyl,REPLACE,600000,12.070,49708
so_s30_i9,bench_vinyl,DELETE,600000,8.191,73252
so_s30_i9,bench_sort_order,plain      INSERT,900000,12.223,73634
so_s30_i9,bench_sort_order,plain      SELECT_RANGE,900000,3.356,268193
so_s30_i9,bench_sort_order,plain      SELECT_RANGE_REV,900000,4.090,220043
so_s30_i9,bench_sort_order,plain      UPDATE,900000,13.897,64763
so_s30_i9,bench_sort_order,plain      REPLACE,900000,16.714,53846
so_s30_i9,bench_sort_order,plain      DELETE,900000,10.845,82988
so_s30_i9,bench_sort_order,all_desc   INSERT,900000,12.131,74191
so_s30_i9,bench_sort_order,all_desc   SELECT_RANGE,900000,3.296,273055
so_s30_i9,bench_sort_order,all_desc   SELECT_RANGE_REV,900000,4.150,216881
so_s30_i9,bench_sort_order,all_desc   UPDATE,900000,14.395,62521
so_s30_i9,bench_sort_order,all_desc   REPLACE,900000,16.689,53928
so_s30_i9,bench_sort_order,all_desc   DELETE,900000,11.730,76727
so_s30_i9,bench_sort_order,mixed      INSERT,900000,12.288,73241
so_s30_i9,bench_sort_order,mixed      SELECT_RANGE,900000,3.319,271157
so_s30_i9,bench_sort_order,mixed      SELECT_RANGE_REV,900000,4.225,213001
so_s30_i9,bench_sort_order,mixed      UPDATE,900000,14.281,63019
so_s30_i9,bench_sort_order,mixed      REPLACE,900000,17.244,52193
so_s30_i9,bench_sort_order,mixed      DELETE,900000,12.209,73716
