prefix,benchmark,label,ops,elapsed_s,tps
so_s10_i6,bench_memtx,INSERT,500000,6.684,74803
so_s10_i6,bench_memtx,SELECT_POINT,500000,0.161,3096067
so_s10_i6,bench_memtx,SELECT_RANGE,500000,1.779,281128
so_s10_i6,bench_memtx,DELETE,500000,5.447,91793
so_s10_i6,bench_vinyl,INSERT,200000,3.223,62053
so_s10_i6,bench_vinyl,SELECT_POINT,200000,3.500,57141
so_s10_i6,bench_vinyl,SELECT_RANGE,200000,1.656,120782
so_s10_i6,bench_vinyl,DELETE,200000,2.451,81608
so_s10_i6,bench_sort_order,plain      INSERT,300000,3.366,89116
so_s10_i6,bench_sort_order,plain      SELECT_RANGE,300000,1.037,289245
so_s10_i6,bench_sort_order,plain      SELECT_RANGE_REV,300000,1.024,293011
so_s10_i6,bench_sort_order,plain      DELETE,300000,3.143,95445
so_s10_i6,bench_sort_order,all_desc   INSERT,300000,3.201,93728
so_s10_i6,bench_sort_order,all_desc   SELECT_RANGE,300000,1.034,290005
so_s10_i6,bench_sort_order,all_desc   SELECT_RANGE_REV,300000,1.009,297470
so_s10_i6,bench_sort_order,all_desc   DELETE,300000,3.418,87761
so_s10_i6,bench_sort_order,mixed      INSERT,300000,3.676,81615
so_s10_i6,bench_sort_order,mixed      SELECT_RANGE,300000,1.035,289715
so_s10_i6,bench_sort_order,mixed      SELECT_RANGE_REV,300000,1.011,296814
so_s10_i6,bench_sort_order,mixed      DELETE,300000,3.455,86821
