prefix,benchmark,label,ops,elapsed_s,tps
master_s1_i7,bench_sort_order,plain      INSERT,30000,0.345,86848
master_s1_i7,bench_sort_order,plain      SELECT_RANGE,30000,0.102,293489
master_s1_i7,bench_sort_order,plain      SELECT_RANGE_REV,30000,0.094,320580
master_s1_i7,bench_sort_order,plain      DELETE,30000,0.316,95081
master_s1_i7,bench_sort_order,all_desc   INSERT,30000,0.322,93222
master_s1_i7,bench_sort_order,all_desc   SELECT_RANGE,30000,0.109,274294
master_s1_i7,bench_sort_order,all_desc   SELECT_RANGE_REV,30000,0.103,292290
master_s1_i7,bench_sort_order,all_desc   DELETE,30000,0.341,88003
master_s1_i7,bench_sort_order,mixed      INSERT,30000,0.435,68998
master_s1_i7,bench_sort_order,mixed      SELECT_RANGE,30000,0.103,291085
master_s1_i7,bench_sort_order,mixed      SELECT_RANGE_REV,30000,0.108,277951
master_s1_i7,bench_sort_order,mixed      DELETE,30000,0.458,65444
